Age;Income_Level;Employment_Status;Contribution_Years;Interest_Rate;Inflation_Rate;Stock_Index;Bond_Yield;Market_Volatility;Fund_Size;Contribution_Amount;Fund_Return_Rate;Year;Month Number;Month;Date;Pension_Price;Pension_Category;Risk_Tolerance
32;141792;Unemployed;27;8.27;7.71;11523.54;5.73;15.64;369479.75;956.78;7.86;2009;2;febrero;feb-09;5.344.762.216;Moderate_Value;Medium
64;39784;Unemployed;12;4.25;5.43;7450.51;4.03;21.68;463169.23;1298.33;11.7;2009;2;febrero;feb-09;3.786.898.846;Low_Value;Low
50;122126;Unemployed;32;3.24;6.76;5583.16;4.23;27.96;171223.78;4839.5;7.45;2009;10;octubre;oct-09;2.389.239.444;High_Value;Medium
51;108366;Unemployed;16;6.07;2.46;2885.36;5.64;28.11;414962.16;988.86;11.84;2009;2;febrero;feb-09;339.519.291;Low_Value;Low
28;66323;Employed;22;5.16;5.29;6932.59;5;11.63;351799.94;3520.87;4.81;2009;2;febrero;feb-09;1.137.635.479;High_Value;Medium
52;41530;Unemployed;31;8.79;4.76;12624.98;4.22;34.82;260526.57;1896.24;8.09;2009;5;mayo;may-09;1.021.927.187;High_Value;Medium
60;137511;Employed;8;5.77;2.81;13399.89;4.53;29.78;319013.22;1716.65;6.51;2009;9;septiembre;sep-09;3.879.248.198;Low_Value;Low
52;133300;Unemployed;9;8.8;7.91;13635;5.26;33.23;388847.47;657.53;11.41;2009;1;enero;ene-09;1.621.529.766;Low_Value;High
33;54713;Employed;2;6.31;7.12;6752.79;2.17;38.86;345368.27;725.5;6.94;2009;2;febrero;feb-09;7.334.036.184;Low_Value;Low
41;77690;Unemployed;7;5.13;7.58;14299.87;1.88;25.45;327571.8;3712.41;8.09;2009;9;septiembre;sep-09;4.736.664.539;Moderate_Value;High
37;34975;Employed;25;8.67;5.19;5722.3;1.49;38.53;202835.47;826.01;11.48;2009;11;noviembre;nov-09;5.547.481.976;Moderate_Value;Medium
52;81264;Employed;18;8.2;3.75;3333.73;1.03;31.47;53710.32;4916.14;8.89;2009;4;abril;abr-09;1.448.280.932;High_Value;Medium
63;72287;Unemployed;14;4.72;5.95;11347.74;5.26;35.09;106205.21;2766.38;10.94;2009;6;junio;jun-09;7.002.555.193;Moderate_Value;Low
33;24987;Employed;4;3.45;6.54;14619.89;5.12;18.46;273090.64;4078.08;9.63;2009;12;diciembre;dic-09;3.509.610.529;Low_Value;Medium
41;77505;Employed;28;8.09;4.62;8197.24;4.26;11.9;330745.29;4733.7;6.65;2009;7;julio;jul-09;2.136.716.065;High_Value;Low
41;149288;Employed;15;3.05;7.09;7604.81;2.06;27.84;151391.85;3133.54;8.09;2009;5;mayo;may-09;8.386.596.081;Moderate_Value;Medium
39;28323;Unemployed;28;3.33;3.81;6715.37;5.75;30.52;339102.62;620.96;11.47;2009;11;noviembre;nov-09;3.974.372.446;Low_Value;Low
34;90459;Employed;31;9.7;5.15;14180.49;4.09;11.19;351041.08;1484.5;4.48;2009;7;julio;jul-09;7.308.299.516;Moderate_Value;Medium
32;80772;Unemployed;14;6.26;3.82;10827.61;3.27;10.93;350823.54;3048.57;11.99;2009;9;septiembre;sep-09;7.522.067.073;Moderate_Value;High
59;30038;Unemployed;25;3.49;3.32;3167.04;3.22;26.56;468681.79;2876.38;10.99;2009;4;abril;abr-09;1.193.168.747;High_Value;High
36;73179;Employed;10;8.6;3.74;4565.9;2.88;25.55;250297.15;4869.32;5.77;2009;7;julio;jul-09;8.622.010.626;Moderate_Value;High
47;43855;Unemployed;19;8.09;4.51;10085.37;1.31;23.69;377421.95;885.38;9.17;2009;3;marzo;mar-09;4.183.130.125;Low_Value;Low
55;20715;Unemployed;28;4.8;3.71;7346.18;3.79;29.34;441264.36;4162.52;5.16;2009;9;septiembre;sep-09;175.097.606;High_Value;High
26;69803;Employed;7;4.3;6.37;5056.15;5.46;27.03;186641.35;4403.16;4.57;2009;3;marzo;mar-09;5.182.380.907;Moderate_Value;High
58;85123;Unemployed;17;3.45;6.72;12825.97;5.91;37.64;414590.1;1104.2;9.66;2009;2;febrero;feb-09;4.784.833.035;Moderate_Value;Low
30;139744;Unemployed;16;7.71;6.21;2901.9;3.95;32.27;319878.7;973.97;8.53;2009;8;agosto;ago-09;2.921.082.193;Low_Value;Low
62;95824;Employed;10;3.35;7.75;5071.31;4.32;31.93;345338.07;2499.63;11.08;2009;12;diciembre;dic-09;5.157.988.459;Moderate_Value;Low
41;68429;Employed;13;4.49;4.64;14996.86;4.06;35.06;166705.34;1895.93;4.29;2009;8;agosto;ago-09;4.433.696.975;Low_Value;Medium
37;119245;Employed;18;3.04;2.8;3730.08;2.39;30.64;94620.46;2168.75;3.82;2009;6;junio;jun-09;690.720.527;Moderate_Value;Medium
59;88498;Employed;21;8.36;7.04;2953.28;5.01;34.33;467909.07;4957.04;11.94;2009;8;agosto;ago-09;1.741.680.515;High_Value;Medium
51;25922;Unemployed;19;4.84;4.84;14230.57;1.18;14.41;11639.39;4860.23;6.94;2009;7;julio;jul-09;1.457.131.535;High_Value;Low
59;72384;Unemployed;19;9.6;3.42;13115.02;2.56;37.02;200305.19;3876.03;4.61;2009;9;septiembre;sep-09;1.215.804.989;High_Value;Low
48;57252;Unemployed;20;7.09;3.02;8722.23;5.35;34.81;408769.97;2316.73;6.81;2009;7;julio;jul-09;8.346.148.773;Moderate_Value;Medium
29;110585;Employed;11;8.95;3.73;12128.57;2.79;15.38;72330.56;807.22;10.08;2009;7;julio;jul-09;3.193.655.264;Low_Value;Low
37;139879;Employed;13;3.66;5.7;5614.68;2.22;37.18;422398.72;3274.86;9.68;2009;6;junio;jun-09;7.325.065.393;Moderate_Value;Medium
56;20832;Employed;22;5.24;6.58;2309.95;5.89;38.64;440235.22;4778.51;8.36;2009;5;mayo;may-09;1.750.583.521;High_Value;High
61;144639;Employed;14;5.48;3.86;13551.3;4.58;10.11;402908.77;3648.03;5.61;2009;10;octubre;oct-09;8.945.434.227;Moderate_Value;High
54;129160;Employed;30;9.57;3.81;3185;3.55;23.92;233192.28;941.13;9.36;2009;12;diciembre;dic-09;6.362.638.684;Moderate_Value;High
44;140294;Unemployed;33;3.58;3.19;12080.07;5.14;21.69;424640.47;2921.85;4.85;2009;4;abril;abr-09;1.464.526.131;High_Value;High
51;86911;Employed;10;6.05;5.43;4007.19;2.75;28.82;372735.37;1963.64;7.1;2009;6;junio;jun-09;4.426.257.945;Low_Value;Low
33;83475;Unemployed;22;8.16;6.47;9003.2;2;18.74;82870.49;709.41;5.19;2009;6;junio;jun-09;305.968.241;Low_Value;High
42;66809;Employed;18;7.09;6.45;13937.17;4.89;26.1;197367.5;2758.6;5.82;2009;9;septiembre;sep-09;8.056.172.402;Moderate_Value;High
27;42074;Unemployed;24;8.81;2.79;11787.49;3.95;18.9;364499.92;4014.53;8.91;2009;9;septiembre;sep-09;1.571.883.048;High_Value;Low
42;107691;Unemployed;3;3.32;3.42;4610.21;2.63;27.86;443557.93;2933.96;8.18;2009;11;noviembre;nov-09;2.170.105.131;Low_Value;Low
34;99297;Employed;16;3.18;4.72;14346.76;4.76;28.58;384383.6;2095.82;9.23;2009;12;diciembre;dic-09;6.037.848.923;Moderate_Value;Low
44;123726;Employed;24;7.1;4.21;4538;1.82;18.53;32903.5;4899.07;5.07;2009;5;mayo;may-09;1.853.861.972;High_Value;High
31;54319;Unemployed;31;6.85;5.91;7814.89;3.58;15.59;324661.95;3399.91;8.67;2009;2;febrero;feb-09;1.677.694.461;High_Value;Low
53;88858;Unemployed;15;9.23;5.22;6294.66;3.75;16.74;27656.73;2581.27;10.72;2009;11;noviembre;nov-09;768.221.616;Moderate_Value;High
51;80811;Unemployed;13;4.54;7.56;5686.87;5.31;21.34;139822.7;4778.84;3.73;2009;11;noviembre;nov-09;1.038.950.358;High_Value;High
32;89767;Unemployed;12;7.31;5.65;10311.05;4.4;39.18;207712.52;1416.39;8.83;2009;2;febrero;feb-09;2.990.314.002;Low_Value;Medium
47;138409;Employed;11;9.88;5.13;5793.69;4.89;34.51;296018.56;4341.87;3.58;2009;8;agosto;ago-09;79.082.802;Moderate_Value;Low
49;137309;Unemployed;10;8.22;7.57;6049.22;3;33.28;490808.54;1805.84;5.24;2009;2;febrero;feb-09;3.398.839.242;Low_Value;Low
39;55377;Employed;19;6.67;6.47;3848.6;5.39;20.43;443985.03;3909.75;3.93;2009;4;abril;abr-09;1.211.375.481;High_Value;Low
40;149611;Employed;10;8.87;5.24;11290.92;2.08;39.66;38732.72;784.41;10.4;2009;9;septiembre;sep-09;2.481.669.104;Low_Value;Medium
60;141804;Unemployed;31;5.33;7.28;9566.35;1.08;26.67;327866.62;3246.34;9.07;2009;9;septiembre;sep-09;158.550.249;High_Value;Low
44;132451;Unemployed;18;6.31;3.68;4145.09;3.64;16.54;22628.13;2988.11;3.21;2009;5;mayo;may-09;8.553.356.517;Moderate_Value;Medium
60;122331;Employed;27;4.67;5.24;3162.76;1.79;18.38;301450.78;3752.44;5.76;2009;10;octubre;oct-09;1.534.062.578;High_Value;High
28;38782;Unemployed;10;3.36;6.73;6283.29;1.98;30.93;438715.43;869.75;11.37;2009;11;noviembre;nov-09;2.042.225.068;Low_Value;Medium
27;87963;Unemployed;7;8.73;7.21;3084.4;4.93;24.33;146662.95;1969.25;11.02;2009;6;junio;jun-09;3.542.352.609;Low_Value;High
61;68554;Employed;13;6.5;6.39;9013.71;5.31;27.44;426675.34;1005.48;10.82;2009;1;enero;ene-09;3.263.718.635;Low_Value;Medium
27;140132;Unemployed;23;6.1;5.41;5077.94;1.07;17.27;275182.99;4716.54;5.75;2009;7;julio;jul-09;1.689.400.081;High_Value;High
60;28418;Employed;9;7;3.11;3143.73;3.5;38.17;477307.47;1612.3;7.5;2009;3;marzo;mar-09;3.618.995.087;Low_Value;Medium
50;99919;Unemployed;3;5.55;5.12;14572.12;5.98;10.33;129195.79;1379.49;5.66;2009;8;agosto;ago-09;1.122.972.057;Low_Value;Low
49;94501;Employed;2;4.82;7.43;12111.44;1.68;13.87;442682.67;2174.96;3.22;2009;8;agosto;ago-09;1.801.232.079;Low_Value;High
42;29156;Employed;5;5.3;2.16;8559.86;1.54;36.42;34971.44;3850.24;4.55;2009;11;noviembre;nov-09;404.298.481;Low_Value;Low
64;89830;Unemployed;9;8.5;7.92;8164.41;1.52;30.29;109241.93;4779.11;4.53;2009;1;enero;ene-09;7.736.423.805;Moderate_Value;High
59;144045;Unemployed;16;7.47;7.27;11267.3;5.41;38.04;202670.8;2489.15;8.45;2009;11;noviembre;nov-09;811.659.424;Moderate_Value;Medium
63;59441;Unemployed;22;4.01;5.6;13463.11;1.96;18.61;473669.15;3148.01;9.86;2009;5;mayo;may-09;1.146.045.476;High_Value;Medium
35;38043;Unemployed;34;3.43;2.75;13904.18;4.34;23.86;233500.34;3451.34;8.42;2009;6;junio;jun-09;1.919.845.197;High_Value;High
48;128283;Unemployed;3;6.67;4.37;11007.22;2.18;28.83;245929.56;4411.36;6.75;2009;3;marzo;mar-09;3.914.636.161;Low_Value;Medium
49;73077;Unemployed;19;5.96;3.78;12192.96;3.41;27.71;463723.07;3616.15;4.4;2009;8;agosto;ago-09;1.051.532.231;High_Value;Medium
63;25403;Unemployed;22;5.63;2.96;7390.54;3.41;23.54;484093.1;3606.47;9.37;2009;2;febrero;feb-09;1.241.851.154;High_Value;Low
47;97895;Unemployed;25;3.26;7.72;12828.03;1.57;24.55;202876.23;4665.38;10.05;2009;5;mayo;may-09;1.895.137.923;High_Value;High
47;33823;Employed;1;7.41;6.07;2651.79;4.93;16.76;347739.14;1522.67;9.29;2009;9;septiembre;sep-09;1.880.721.793;Low_Value;Medium
36;85150;Employed;29;5.82;7.68;5454.77;5.76;29.9;293877.94;1452.17;7.22;2009;4;abril;abr-09;7.668.124.838;Moderate_Value;Medium
34;108719;Unemployed;29;6.93;7.4;9280.34;5.82;23.93;302987.99;2817.89;4.57;2009;9;septiembre;sep-09;1.381.523.161;High_Value;Medium
47;61284;Employed;20;8.42;2.61;4871.18;2.41;24.78;51835.5;4611.7;5.5;2009;6;junio;jun-09;1.519.944.018;High_Value;Low
41;35419;Unemployed;12;8.54;3.15;13304.44;1.15;22.4;338350.56;3330.41;6.83;2009;5;mayo;may-09;6.202.690.913;Moderate_Value;Low
36;70423;Employed;25;8.36;6.11;10038.46;1.3;28.19;427773.73;2429.37;11.82;2009;7;julio;jul-09;1.127.421.602;High_Value;Low
49;34075;Employed;14;9.44;5.53;12321.22;3.69;34.19;476371.19;2703.34;5.12;2009;2;febrero;feb-09;6.544.211.635;Moderate_Value;Low
53;58541;Unemployed;11;6.34;5.23;4531.63;1.78;38.13;293441.42;3109.54;4.87;2009;1;enero;ene-09;609.285.279;Moderate_Value;Medium
64;63654;Employed;22;4.82;4.37;3060.39;2.24;39.44;204621.11;3640.14;11.47;2009;2;febrero;feb-09;1.356.815.547;High_Value;High
59;45060;Unemployed;31;5.24;4.25;3168.61;5.73;11;494226;3999.76;3.43;2009;4;abril;abr-09;1.877.531.549;High_Value;Low
35;113104;Employed;8;6.03;3.2;2865.64;2.66;24.88;279221.51;2220.2;9.89;2009;5;mayo;may-09;3.938.252.322;Low_Value;High
47;136677;Employed;19;5.91;2.11;10194.55;1.44;34.41;174487.18;4821.92;3.57;2009;7;julio;jul-09;1.406.830.978;High_Value;Medium
38;131110;Unemployed;12;8.29;6.27;5444.81;2.08;15.38;318680.55;1543.81;9.31;2009;3;marzo;mar-09;3.716.947.196;Low_Value;High
34;79529;Employed;29;5.25;4.21;3876.33;2.6;25.41;398900.86;2430.43;3.14;2009;12;diciembre;dic-09;1.040.626.014;High_Value;Low
39;100221;Unemployed;14;7.82;7.7;13498.68;4.78;26.51;253077.39;2627.97;3.89;2009;1;enero;ene-09;6.646.030.471;Moderate_Value;Low
30;87258;Employed;30;9.68;4.44;5327.89;3.77;15.8;75798.52;2925.31;6.69;2009;11;noviembre;nov-09;1.370.849.248;High_Value;Medium
27;43427;Employed;3;7.83;5.12;8605.58;2.18;39.92;442320.29;4655.97;9.77;2009;2;febrero;feb-09;2.313.336.757;Low_Value;Low
40;132409;Unemployed;23;6.06;5.66;10538.08;1.09;15.19;149868.96;1067.39;4.9;2009;3;marzo;mar-09;4.117.070.221;Low_Value;High
34;22539;Employed;4;5.79;7.52;9124.03;2.6;36.42;423174.77;4301.35;6.33;2009;7;julio;jul-09;3.873.037.648;Low_Value;High
31;54462;Unemployed;23;7.45;2.14;3562.15;3.29;35.91;227540.58;3424;11.98;2009;5;mayo;may-09;1.451.682.334;High_Value;Medium
29;83730;Unemployed;27;4.96;2.36;2643.84;3.78;17.96;477507.23;3492.34;3.78;2009;4;abril;abr-09;1.442.049.364;High_Value;Low
60;147987;Unemployed;9;4.66;2.62;7440.9;5.95;23.44;200816.97;4014.46;6.56;2009;4;abril;abr-09;5.318.833.659;Moderate_Value;High
37;55236;Employed;17;6.49;2.34;10155.2;2.24;39.36;72193.44;4946.03;5.89;2009;4;abril;abr-09;1.339.914.893;High_Value;Medium
53;141818;Unemployed;7;5.85;5.86;13726.04;3.16;24.89;208289.58;568.8;9.41;2009;7;julio;jul-09;1.413.350.559;Low_Value;Low
35;101462;Unemployed;3;4.64;4.89;2436.72;2.37;12.5;378358.9;4186.01;3.52;2009;12;diciembre;dic-09;2.411.230.395;Low_Value;Low
36;125109;Employed;34;6.22;6.68;5431.81;3.61;29.54;384149.06;609.64;11.12;2009;4;abril;abr-09;4.042.087.083;Low_Value;Low
49;96629;Employed;29;9.29;2.12;13599.53;5.94;13.45;299141.75;1370.51;6.32;2009;11;noviembre;nov-09;7.848.206.722;Moderate_Value;Low
37;74157;Unemployed;15;6.12;3.4;8080.11;1.05;11.88;299467.64;1569.31;4.51;2009;6;junio;jun-09;3.858.526.025;Low_Value;Low
52;99720;Unemployed;1;3.33;4.04;11402.25;4.42;31.61;329822.83;837.81;5.31;2009;5;mayo;may-09;8.243.780.628;Low_Value;High
63;82306;Unemployed;7;7.03;7.77;12702.25;3.01;13.38;162510.96;1386.8;5.01;2009;1;enero;ene-09;2.651.143.123;Low_Value;High
41;70262;Unemployed;27;6.2;6.99;5374.45;2.46;36.01;157898.41;2249.74;8.3;2009;1;enero;ene-09;9.336.769.722;Moderate_Value;High
39;67165;Unemployed;2;9.79;5.87;8869.52;1.01;38.18;345204.29;4184.27;5.99;2009;8;agosto;ago-09;3.046.683.528;Low_Value;Low
60;87983;Unemployed;29;5.73;5.98;8397.36;4.31;23;19216.09;4639.8;10.33;2009;4;abril;abr-09;213.143.439;High_Value;Medium
30;63831;Unemployed;34;3.46;2.82;8263.38;5.01;33.38;393455.83;4694.8;5.37;2009;3;marzo;mar-09;2.499.333.834;High_Value;Medium
26;116430;Unemployed;24;7.59;5.15;12005.23;4.38;30.48;321828.27;3074.67;10.71;2009;10;octubre;oct-09;1.184.381.393;High_Value;Low
35;148483;Unemployed;18;8.21;5.32;14479.66;3.26;28.27;145616.66;3896.94;6.2;2009;12;diciembre;dic-09;1.098.918.181;High_Value;Medium
48;137016;Employed;32;4.35;6.48;10842.69;2.11;11.14;480925.84;1289.49;5.11;2009;2;febrero;feb-09;6.077.282.014;Moderate_Value;High
52;110620;Employed;31;6.97;4.49;3837.18;1.72;15.43;119849.11;3494.16;5.06;2009;12;diciembre;dic-09;175.013.256;High_Value;Medium
61;96086;Employed;14;9.5;6.02;3168.12;1.9;21.03;81597.03;1087.28;11.7;2009;3;marzo;mar-09;3.553.404.476;Low_Value;Medium
45;25877;Employed;1;5.18;7.1;14532.93;1.19;22.92;424742.49;2634.65;6.15;2009;9;septiembre;sep-09;1.261.195.544;Low_Value;Medium
45;143574;Unemployed;33;4.27;4.55;7042.06;3.32;17.3;113221.75;4691.44;7.65;2009;1;enero;ene-09;234.369.602;High_Value;Medium
44;89447;Employed;26;6.51;7.45;12069.62;2.49;26.51;164793.81;698.09;3.24;2009;9;septiembre;sep-09;2.404.591.114;Low_Value;High
52;86944;Unemployed;24;4.28;3.79;13960.55;4.85;19.83;149651.27;2977.37;6.16;2009;6;junio;jun-09;1.158.651.825;High_Value;Low
62;66729;Employed;26;4.55;5.65;10007.64;3.1;36.55;327192.18;4129.12;6.78;2009;8;agosto;ago-09;1.709.204.877;High_Value;Low
60;142370;Unemployed;32;4.55;6.62;9950.5;5.71;25.2;102982.52;2579.5;9.44;2009;6;junio;jun-09;1.307.110.916;High_Value;Low
25;78822;Employed;32;8.7;4.28;9859.88;1.21;15.67;385013.84;2300.03;10.16;2009;5;mayo;may-09;1.255.547.258;High_Value;Low
40;56820;Unemployed;25;3.59;2.82;5225.46;3.08;28.84;19155.7;4139.22;10.83;2009;11;noviembre;nov-09;1.719.387.105;High_Value;High
34;66705;Unemployed;22;3.14;3.12;5277.39;2.64;14.01;208382.88;2033.85;11.66;2009;12;diciembre;dic-09;8.102.701.391;Moderate_Value;Low
46;37275;Unemployed;3;3.07;5.95;4683.45;2.57;30.9;334556.41;4614.53;8.82;2009;7;julio;jul-09;3.028.554.126;Low_Value;High
32;73550;Unemployed;9;9.39;3.15;4390.3;4.53;26.57;362716.31;635.92;6.69;2009;10;octubre;oct-09;2.288.284.926;Low_Value;Low
26;57208;Unemployed;19;6.38;4.72;8299.94;1;32.5;221793.22;2279.69;7.25;2009;5;mayo;may-09;7.556.041.491;Moderate_Value;Low
54;21783;Employed;9;8.94;3.11;4892.17;2.31;17.39;320721.32;3037.65;9.96;2009;9;septiembre;sep-09;5.606.840.612;Moderate_Value;Low
39;127379;Unemployed;7;3.58;3.13;8444.49;1.41;27.27;101419.74;2754.56;6.31;2009;4;abril;abr-09;4.430.001.017;Low_Value;High
25;83564;Unemployed;17;7.63;6.16;7223.05;1.38;11.71;497522.87;1419.56;9.87;2009;5;mayo;may-09;5.114.307.929;Moderate_Value;High
44;77614;Unemployed;29;6.53;6.23;9395.8;1.33;17.92;314858.23;3741.51;4.82;2009;9;septiembre;sep-09;1.646.845.499;High_Value;Low
53;112901;Employed;7;6.81;2.36;14783.54;1.06;27.21;481504.7;4999.31;8.22;2009;2;febrero;feb-09;6.227.959.986;Moderate_Value;High
37;146305;Unemployed;20;7.63;7.25;13626.64;3.47;32.52;418808.59;2693.33;5.9;2009;3;marzo;mar-09;8.768.637.011;Moderate_Value;Low
62;78504;Unemployed;33;8.35;2.7;6149.18;5.52;16.56;426962.16;4938.68;8.92;2009;4;abril;abr-09;2.555.796.755;High_Value;Low
34;120325;Unemployed;33;7.95;3.81;10300.6;5.89;30.59;134471.35;4085.89;10.62;2009;12;diciembre;dic-09;2.247.838.355;High_Value;Medium
56;53546;Unemployed;2;9.27;3.66;10337.43;5.29;24.02;109909.24;1315.39;3.12;2009;10;octubre;oct-09;1.041.701.331;Low_Value;Low
45;142082;Unemployed;3;8.9;4.12;5369.06;1.62;11.36;245914.48;1949.26;7.62;2009;12;diciembre;dic-09;1.742.753.179;Low_Value;High
26;87745;Employed;30;5.35;2.63;13202.65;3.24;30.4;452908.04;1101.35;10.85;2009;8;agosto;ago-09;630.706.058;Moderate_Value;High
42;127385;Employed;15;8.04;3.68;7234.09;2.45;17.59;365375.55;2865.27;3.39;2009;4;abril;abr-09;6.169.070.287;Moderate_Value;Low
45;120751;Unemployed;4;8.63;3.76;12526.1;5.96;18.88;368359.58;1376.65;3.66;2009;11;noviembre;nov-09;2.691.590.448;Low_Value;Medium
33;124545;Unemployed;19;5.67;4.02;10400.92;3.99;13;342533.39;2901.64;3.22;2009;5;mayo;may-09;8.426.187.843;Moderate_Value;Medium
56;92025;Employed;18;7.79;3.74;10657.03;3.32;12.93;86121.25;2738.19;3.76;2009;11;noviembre;nov-09;8.843.690.895;Moderate_Value;Low
44;34133;Employed;7;5.74;3.12;13890;5.2;30.12;496801.15;3140.58;7.6;2009;2;febrero;feb-09;4.296.504.637;Low_Value;Low
27;51126;Unemployed;31;3.66;3.23;3851.62;3.22;34.47;450198.9;2626.24;9.21;2009;7;julio;jul-09;1.315.893.326;High_Value;Medium
50;66989;Employed;26;7.64;6.26;11286.47;2.75;20.12;149027.87;3655.26;3.58;2009;2;febrero;feb-09;1.504.717.608;High_Value;High
52;66876;Employed;11;7.17;2.75;13310.64;5.43;20.38;109865.07;1003.96;6.98;2009;6;junio;jun-09;26.560.039;Low_Value;Medium
60;56724;Employed;34;4.08;3.52;4588.33;3.63;38.37;75414.33;3439.67;11.99;2009;2;febrero;feb-09;1.928.635.194;High_Value;Low
28;28699;Unemployed;19;5.99;3.81;3417.7;3.27;35.98;12049.77;2985.66;10.87;2009;12;diciembre;dic-09;895.567.513;Moderate_Value;Low
30;146897;Employed;12;9.09;6.92;5484.5;2.81;39.02;140152.79;1527.04;8.67;2009;11;noviembre;nov-09;4.277.736.542;Low_Value;Medium
41;98347;Unemployed;2;5.28;2.28;6074.94;2.75;23.35;141959.65;3782.62;9.48;2009;2;febrero;feb-09;2.299.397.253;Low_Value;Low
52;46990;Unemployed;16;4.59;6.23;14410.52;2.96;38.44;298161.41;3490.1;3.03;2009;4;abril;abr-09;1.005.900.851;High_Value;Low
48;126493;Unemployed;11;4.72;2.72;9495.79;3.01;24.51;481133.73;1229.66;10.8;2009;7;julio;jul-09;2.704.970.558;Low_Value;High
56;97702;Unemployed;9;6.36;5.34;2596.92;5.31;19.77;333114.45;907.01;10.01;2009;11;noviembre;nov-09;2.266.246.988;Low_Value;Medium
62;50006;Unemployed;3;6.16;7.28;11707.29;2.41;16.82;149611.59;1901.08;9.19;2009;5;mayo;may-09;2.225.316.231;Low_Value;Medium
49;21691;Employed;1;6.99;2.57;8666.1;4.56;37.51;160048.91;2855.35;9.02;2009;7;julio;jul-09;1.202.527.895;Low_Value;Low
41;25054;Employed;19;5.13;4.47;4836.23;2.88;31.27;385348.02;2223.18;10.53;2009;1;enero;ene-09;8.084.900.473;Moderate_Value;Low
48;121596;Unemployed;9;6.2;2.78;7673.13;5.94;31.25;476890.4;1622.17;11.57;2009;11;noviembre;nov-09;282.675.368;Low_Value;Low
52;137784;Unemployed;25;3.33;4.32;5846.76;3.38;33.34;481296.52;4470.44;7.56;2009;6;junio;jun-09;165.559.868;High_Value;High
47;130393;Unemployed;16;6.76;7.68;12955.52;3.99;29.31;211905.86;1637.75;10.48;2009;8;agosto;ago-09;442.829.561;Low_Value;Low
28;70907;Unemployed;18;6.1;5.28;6507.26;5.59;35.55;93649.34;3801.7;11.94;2009;9;septiembre;sep-09;111.422.525;High_Value;High
27;113435;Employed;25;6.52;5.54;4577.25;5.64;12.1;466120.22;4917.69;4.88;2009;1;enero;ene-09;1.937.390.356;High_Value;Medium
59;74936;Unemployed;16;9.97;2.18;14990.48;3.63;37.39;137321.4;1526.9;7.66;2009;11;noviembre;nov-09;469.984.242;Moderate_Value;Low
62;46178;Employed;1;3.79;3.21;4961.54;3.12;17.23;411160.15;4376.02;9.22;2009;5;mayo;may-09;1.705.383.493;Low_Value;High
34;61372;Employed;27;9;4.29;3827.84;1.77;14.12;63572.64;4546.06;9.98;2009;5;mayo;may-09;1.990.664.464;High_Value;Medium
62;70627;Employed;11;9.41;6.5;14361.25;2.54;29.58;484792.97;3713.81;9.48;2009;7;julio;jul-09;6.886.626.752;Moderate_Value;Low
25;94581;Employed;25;6.4;7.96;9181.68;2.16;28.67;204031.79;3746.71;9.45;2009;11;noviembre;nov-09;1.554.393.288;High_Value;Medium
44;35948;Employed;11;4.93;7.77;12418.78;3.06;23.68;416471.29;2067.31;5.78;2009;3;marzo;mar-09;326.424.189;Low_Value;Low
37;71862;Unemployed;21;8.07;3.52;7343.28;4.05;34.55;485360.52;3259.81;4.08;2009;12;diciembre;dic-09;1.087.998.239;High_Value;Medium
31;147048;Unemployed;17;8.88;4.72;13471.33;3.95;12.58;181412.05;2354.66;9.01;2009;5;mayo;may-09;7.138.328.217;Moderate_Value;High
35;36818;Employed;18;9.95;3.56;9534.2;3.8;20.94;463203.24;3435.25;9.97;2009;6;junio;jun-09;1.112.541.427;High_Value;High
42;23246;Employed;28;9.28;2.87;14545.99;4.26;18.75;340644.32;3691.76;4.07;2009;6;junio;jun-09;1.615.177.594;High_Value;Low
55;79063;Unemployed;1;8.99;5.42;12869.87;4.45;14.3;367166.48;543.29;11.99;2009;5;mayo;may-09;4.676.683.415;Low_Value;High
56;122082;Employed;29;6.99;4.34;7595.39;4.25;20.98;306108.86;1172.96;6.45;2009;2;febrero;feb-09;749.692.569;Moderate_Value;Medium
42;20705;Unemployed;19;5.21;5.02;9895.33;2.79;26.67;274870.86;2164.46;11.94;2009;7;julio;jul-09;7.980.413.654;Moderate_Value;Low
30;122116;Employed;22;6.71;3.32;12263.61;5.51;34.65;298253.34;4798.87;6.6;2009;7;julio;jul-09;1.731.442.325;High_Value;Medium
42;71959;Unemployed;28;6.93;6.45;8496.91;5.84;33.09;487842.07;3192.09;7.77;2009;6;junio;jun-09;1.464.467.141;High_Value;High
62;144833;Employed;13;3.37;3.79;5074.54;3.63;24.26;131120.01;4089.5;9.05;2009;1;enero;ene-09;9.294.675.125;Moderate_Value;High
56;123098;Unemployed;21;7.58;2.39;13286.62;3.91;12.38;125826.05;2530.15;6.74;2009;12;diciembre;dic-09;8.560.950.652;Moderate_Value;Low
53;55212;Unemployed;5;3.21;4.1;14940.51;2.85;23.25;78259.92;4983.56;5.02;2009;1;enero;ene-09;3.850.921.821;Low_Value;High
31;79730;Employed;16;9.08;2.58;12682.54;1.53;37.96;31820.52;1852.62;4.58;2009;8;agosto;ago-09;5.862.045.492;Moderate_Value;High
34;59601;Unemployed;19;5.26;4.17;9631.71;2;27.52;406136.06;2220.26;3.11;2009;5;mayo;may-09;7.308.405.125;Moderate_Value;Medium
